ANO;AGREGACAO;CODIGO;NOME;IDHM;IDHM_L;IDHM_E;IDHM_R;I_ESCOLARIDADE;I_FREQ_PROP;IDHMAD;IDHMAD_L;IDHMAD_E;IDHMAD_R;ATK_ESPVIDA;ATK_ANOSEST;ATK_RDPC;IDHMAD_PERDA;IDHMAD_L_PERDA;IDHMAD_E_PERDA;IDHMAD_R_PERDA;IDHMAD_COEF;ESPVIDA;MORT1;T_ENV;RAZDEP;T_FREQ5A6;T_FUND11A13;T_FUND15A17;T_MED18A20;T_FUND18M;ANOSEST;T_ANALF15M;T_ANALF18M;T_ANALF25M;T_FREQ6A14;T_FREQ15A17;T_FREQ18A24;T_FUND18A24;T_FUND25M;T_MED25M;T_SUPER25M;T_ATRASO_2_BASICO;T_ATRASO_2_FUND;T_FLBAS;T_FLFUND;T_FLMED;T_FLSUPER;RDPC;RDPCT;RENOCUP;PRENTRAB;RDPC1;RDPC2;RDPC3;RDPC4;RDPC5;RDPC10;R1040;R2040;GINI;THEIL;PIND;PMPOB;PPOB;RIND;RMPOB;RPOB;POPTOT;POP;POPT;POP5A6;POP6A14;POP6A17;POP11A13;POP15A17;POP15M;POP18A20;POP18A24;POP18M;POP25M;POP65M;POPOCUP18M
2017;UF;31;Minas Gerais;0.784;0.875;0.752;0.731;0.631;0.821;0.632;0.81;0.634;0.492;0.074;0.157;0.327;19.3;7.4;15.7;32.7;18.6;77.49;10.46;9.37;42.05;97.57;97.04;75.37;58.57;63.12;9.04;5.59;5.92;6.95;99.19;88.69;29.57;88.61;58.18;44.66;14.28;7.71;4.92;95.27;97.85;67.56;19.4;757.43;765.68;1201.07;71.77;151.49;322.88;503.77;743.65;2062.51;2966.38;12.51;8.7;0.493;0.428;3.09;7.18;20.78;26.48;74.91;155.24;20898151;20894909;20669889;540412;2520840;3520476;859265;999636;16669633;1094938;2542330;15669997;13127667;1957528;9413871
2017;UF;32;Espírito Santo;0.78;0.892;0.731;0.727;0.659;0.77;0.62;0.83;0.61;0.471;0.07;0.166;0.352;20.5;7;16.6;35.2;19.6;78.53;8.45;8.27;43.32;97.56;93.41;64.96;52.24;65.86;9.36;5.6;5.93;6.86;99.31;82.92;29.14;85.97;62.33;48.6;15.34;12.96;9.25;93.85;97.94;55.44;18.75;739.68;752.19;1295.32;76.14;136.51;307.73;477.11;718.19;2057.35;2963.02;13.34;9.26;0.506;0.446;4.15;8.68;22.72;26.48;68.35;149.53;3921759;3920490;3855247;113274;511982;691283;164747;179301;3060681;184176;430482;2881380;2450898;324333;1698084
2017;UF;33;Rio de Janeiro;0.791;0.858;0.762;0.757;0.739;0.774;0.635;0.791;0.669;0.485;0.078;0.122;0.359;19.6;7.8;12.2;35.9;18.6;76.47;11.18;11.54;41.5;95.26;90.55;67.55;56.2;73.89;10.31;2.51;2.63;2.95;99.03;91.48;34.59;89.11;71.46;56.19;18.35;16.95;13.37;96.08;97.5;61.09;21.42;891;907.85;1467.01;71.96;158.77;351.19;550.23;849.13;2540.03;3623.27;14.21;9.96;0.519;0.464;3.36;6.62;18.37;17.25;64.82;149.97;17050949;17042458;16726080;383270;1839710;2540827;617001;701117;14017787;773080;1832813;13316669;11483856;1967313;7436636
2017;UF;35;São Paulo;0.831;0.889;0.826;0.781;0.742;0.872;0.677;0.83;0.729;0.513;0.066;0.118;0.343;18.5;6.6;11.8;34.3;17.6;78.35;9.6;9.25;41.6;97.16;96.55;83.91;71.18;74.17;10.37;2.76;2.9;3.35;99.23;87.66;29.46;94.12;70.77;57.59;20.55;5.39;4.08;95.13;95.76;72.59;22.25;1029.92;1042.15;1722.01;78.78;188.06;402.12;619.87;963.72;2976.5;4362.97;14.79;10.09;0.526;0.482;2.31;4.98;15.23;20.07;68.84;158.5;45143417;45130217;44600570;1271027;5408205;7368452;1794622;1960246;36058523;2128763;4953845;34098276;29144431;4177524;21193939
2017;UF;41;Paraná;0.797;0.872;0.764;0.759;0.659;0.823;0.646;0.813;0.635;0.522;0.068;0.169;0.312;18.9;6.8;16.9;31.2;18.3;77.32;8.97;9.15;43.07;97.77;95.5;76.02;59.98;65.88;9.32;4.53;4.76;5.58;99.17;83;31.82;87.4;61.77;47.42;17.11;8.37;6.17;92.84;96.07;60.34;22.98;900;908.77;1487.61;77.42;195.28;401.22;599.73;881.78;2415.45;3432.65;11.51;8.1;0.481;0.4;2.07;4.78;13.99;23.97;72.62;157.51;11248537;11246752;11138261;286110;1417531;1924053;486031;506521;8891597;559628;1345914;8385075;7039160;1029382;5240435
2017;UF;42;Santa Catarina;0.817;0.907;0.778;0.772;0.683;0.83;0.694;0.85;0.684;0.576;0.063;0.121;0.254;15;6.3;12.1;25.4;14.6;79.4;8.93;9;39.32;97.05;96.91;75.28;62.63;68.32;9.72;2.54;2.69;3.1;99.73;86.33;32.57;91.88;64.12;48.28;17.12;9.01;5.97;93.82;98.56;59.26;25.56;978.64;987.13;1492.89;75.74;260.08;524.61;733.63;1055.02;2336.55;3122.25;7.96;5.96;0.414;0.294;1.38;2.65;8.32;14.6;62.59;157.54;6973130;6971007;6910995;172759;775327;1082512;255674;307184;5633019;341158;805857;5325834;4519977;627888;3438083
2017;UF;43;Rio Grande do Sul;0.793;0.884;0.727;0.776;0.649;0.77;0.659;0.825;0.64;0.542;0.067;0.119;0.301;16.9;6.7;11.9;30.1;16.2;78.04;9.39;11.5;44.04;92.16;94.87;64.77;56.16;64.92;9.6;3.12;3.26;3.69;99.19;88.29;34.01;87.96;61.35;45.75;15.67;13.12;8.18;93.94;98.28;53.1;24.32;998.33;1005.65;1499.65;71.19;211.32;445.65;665.03;1000.89;2668.24;3763.89;11.46;8.12;0.481;0.41;2.03;3.89;12.28;25.04;64.51;156.36;11261515;11259369;11177448;276348;1277813;1751137;442851;473323;9113084;484909;1159965;8639760;7479794;1294995;5311875
2017;UF;50;Mato Grosso do Sul;0.762;0.846;0.708;0.738;0.628;0.752;0.614;0.769;0.59;0.511;0.091;0.167;0.308;19.4;9.1;16.7;30.8;18.9;75.74;13.7;8.04;46.85;96.67;89.65;64.57;50.01;62.77;9.21;4.73;5.02;5.86;98.68;89.55;34.15;82.26;59.03;45.67;15.6;13.78;9.45;94.63;96.29;57.75;21.96;791.4;797.61;1341.84;78.14;177.76;354.67;544.93;828.17;2058.92;2798.02;10.51;7.73;0.464;0.371;1.79;5.4;17.41;28.85;79.7;164.9;2648371;2646971;2626375;80307;367232;486720;123885;119488;2016412;117196;305064;1896923;1591859;212989;1213303
2017;UF;51;Mato Grosso;0.77;0.824;0.757;0.733;0.652;0.816;0.614;0.74;0.606;0.515;0.102;0.199;0.297;20.3;10.2;19.9;29.7;19.9;74.44;16.6;6.67;44.35;95.61;97.62;80.58;52.73;65.16;8.99;6.11;6.49;7.63;99;87.62;33.09;88.33;60.74;45.69;14.38;6.88;4.32;95.31;98.04;69.35;22.11;766.18;774.42;1359.82;80.26;169.63;356.6;540.49;793.33;1977.32;2768.87;10.52;7.51;0.463;0.37;1.99;6.07;17.75;17.9;81.7;157.03;3346410;3345900;3310293;95390;494387;652822;177274;158434;2541425;142667;381548;2382991;2001442;223241;1502404
2017;UF;52;Goiás;0.765;0.821;0.743;0.735;0.642;0.8;0.613;0.742;0.613;0.506;0.096;0.175;0.312;19.9;9.6;17.5;31.2;19.4;74.26;14.6;7.78;41.85;95.24;95.21;70.68;58.77;64.18;9.18;5.64;5.99;7.05;99.29;83.25;31.42;86.41;59.78;46.2;14.36;9.51;5.41;93.74;97.98;57.77;21.58;777.03;784.47;1323.6;79.93;172.32;348.76;525.37;765.37;2065.19;2945.63;11.31;7.93;0.477;0.396;2.7;5.49;17.62;27.4;71.79;159.65;6824117;6823810;6759103;187050;891692;1239259;282119;347567;5341646;335360;824142;4994078;4169935;530932;3181832
2017;UF;53;Distrito Federal;0.842;0.888;0.797;0.842;0.793;0.799;0.654;0.825;0.699;0.485;0.071;0.123;0.424;22.3;7.1;12.3;42.4;20.6;78.27;10.37;7.21;37.94;93.25;95.32;65.99;65.23;79.29;11.33;2.76;2.94;3.54;99.17;90.66;43.94;92.1;76.64;66.54;32.51;13.48;9.43;94.89;97.31;60.55;33.14;1508.91;1523.02;2434.12;76.5;187.41;411.07;704.46;1419.86;4825.04;6746.87;22.55;16.12;0.593;0.662;2.6;4.98;15.07;25.81;62.65;156.17;2931057;2927801;2900691;69963;377018;529801;137834;152783;2336251;170242;373682;2183468;1809785;211351;1386364
2018;UF;11;Rondônia;0.73;0.778;0.705;0.71;0.584;0.774;0.572;0.687;0.571;0.476;0.117;0.19;0.329;21.7;11.7;19;32.9;21.2;71.69;19.31;6.62;42.99;95.5;93.55;65.46;55.02;58.41;8.58;6.2;6.51;7.82;98.37;84.13;33.22;83.94;52.87;39.77;12.44;10.79;7.32;93.11;97.38;54.86;23.68;663.76;672.77;1268.52;79.99;131.46;280.75;433.7;669.65;1804.92;2571.35;12.48;8.76;0.496;0.431;3.49;8.96;26.56;23.8;75.06;156.71;1747154;1747154;1723762;47825;241497;331998;78067;90500;1337594;94265;222170;1247094;1024923;115687;728128
2018;UF;12;Acre;0.733;0.825;0.706;0.676;0.633;0.745;0.531;0.743;0.532;0.379;0.1;0.246;0.44;27.6;10;24.6;44;26.2;74.51;15.88;6.04;49.53;87.12;87.52;68.23;55.06;63.32;8.61;11.17;12.03;14.71;96.73;84.17;33.1;85.51;57.78;45.3;15.04;14.24;11.53;91.75;95.11;56.3;19.65;536.77;543.04;1093.16;71.86;61.34;182.04;313.3;527.05;1597.57;2307.15;18.96;13.13;0.557;0.589;11.96;22.2;42.24;39.78;68.72;128.96;853023;852608;842771;30437;138550;187688;49249;49138;621986;51629;114356;572848;458491;51501;300167
2018;UF;13;Amazonas;0.718;0.789;0.717;0.655;0.681;0.735;0.547;0.701;0.599;0.39;0.112;0.165;0.405;23.9;11.2;16.5;40.5;22.7;72.31;17.29;5.89;48.87;90.34;88.85;65.93;48.85;68.13;9.62;5.41;5.81;7.04;98.33;85.56;31.63;83.6;64.08;52.83;14.67;15.98;12.38;93.15;96.42;55.77;15.5;470.59;475.65;971.84;75.05;67.34;168.95;275.44;463.57;1380.73;1982.67;16.78;11.69;0.544;0.538;10.14;23.89;46.9;42.04;77.36;135.46;3921508;3918399;3876736;127265;641420;875938;225759;234518;2865153;228877;545263;2630634;2085370;230954;1417668
2018;UF;14;Roraima;0.76;0.784;0.774;0.723;0.725;0.799;0.562;0.702;0.637;0.396;0.105;0.177;0.452;26.1;10.5;17.7;45.2;24.5;72.01;16.96;4.63;43.68;95.54;90.7;72.3;61.04;72.48;10.08;6;6.43;8.02;98.16;90.63;35.55;89.44;67.73;58.57;19.18;11.29;9.11;95.2;96.33;63.29;24.56;718.35;741.04;1441.03;83.22;89.43;229.22;404.79;681.57;2189.82;3117.67;19.57;13.74;0.566;0.57;6.79;15.93;33.42;21.78;72.49;134.47;513466;513025;497319;17633;82469;109628;27614;27159;381145;34901;77373;353986;276612;23766;212374
2018;UF;15;Pará;0.707;0.79;0.671;0.667;0.6;0.71;0.531;0.706;0.545;0.39;0.106;0.188;0.416;24.9;10.6;18.8;41.6;23.7;72.41;15.71;6.24;49.22;95.46;86.05;58.49;44.01;59.99;8.6;8.41;9.04;10.67;98.62;86.5;33.17;77;55.94;42.95;10.77;21.15;17.41;93.51;96.66;51.64;15.21;508.36;514.08;1019.04;74.6;73.84;176.92;285.05;473.83;1546.71;2309.95;18.42;12.34;0.562;0.573;9.06;21.25;45.43;39.34;77.66;139.12;8472029;8464115;8369935;273027;1428346;1904383;516041;476036;6205907;470118;1099851;5729870;4630018;528336;3137437
2018;UF;16;Amapá;0.741;0.824;0.742;0.666;0.716;0.756;0.551;0.718;0.61;0.381;0.129;0.178;0.428;25.7;12.9;17.8;42.8;24.5;74.42;23.01;5.12;49.46;92.06;90.73;65.45;53.99;71.58;9.84;5.57;5.85;7.28;99.28;86.78;41.54;88.68;67.08;55.3;17.23;17.03;14.16;93.67;97.04;53.73;27.59;506.21;513;1192.14;81.02;75.54;174.35;283.6;503.01;1496.39;2126.33;17.02;11.98;0.546;0.546;8.58;22.05;46.61;31.69;81.5;141.38;821545;821060;810191;30262;143322;192191;49403;48869;591784;53826;113073;542914;429840;42103;282051
2018;UF;17;Tocantins;0.749;0.814;0.741;0.698;0.618;0.811;0.572;0.732;0.575;0.445;0.101;0.224;0.363;23.7;10.1;22.4;36.3;22.9;73.81;15;8.88;49.07;98.2;94.82;74.62;56.93;61.75;8.74;9.3;9.98;11.6;99.5;87.33;33.73;87.83;56.7;44.99;14.4;10.12;6.14;95.59;97.96;65.61;20.07;617;623.64;1186.04;76.87;106.43;241.22;376.96;588.4;1778.98;2604.03;14.98;10.23;0.529;0.502;4.82;13.15;32.25;29.97;79.05;148.01;1542150;1541387;1524974;48702;218442;300219;78074;81776;1171466;76573;176835;1089689;912854;136980;614948
2018;UF;21;Maranhão;0.686;0.769;0.685;0.613;0.562;0.757;0.496;0.676;0.503;0.359;0.121;0.265;0.414;27.7;12.1;26.5;41.4;26.7;71.11;19.57;7.4;52.56;98.47;90.61;66.08;47.73;56.22;7.72;14.67;15.89;19.16;98.94;84.77;27.33;81.31;50.34;37.51;8.52;14.93;11.47;94.57;97.29;56.4;12.75;362.29;370.49;800.74;67.67;42.17;138.49;234.79;380.67;1015.39;1422.36;15.75;11.24;0.528;0.517;17.35;29.88;54.11;36.61;65.88;123.3;7000726;7000198;6845374;231021;1197817;1614672;412259;416854;5106908;407107;890845;4690053;3799207;517963;2133869
2018;UF;22;Piauí;0.699;0.772;0.671;0.658;0.544;0.746;0.513;0.686;0.502;0.393;0.112;0.252;0.403;26.5;11.2;25.2;40.3;25.6;71.3;18.1;9.39;49.5;98.73;88.54;60.6;50.44;54.35;7.66;15.1;16.07;18.98;99.29;90.57;35.13;82.22;48.85;35.87;10.69;17.98;13.76;95.47;97.18;53.42;21.15;481.46;483.43;889.38;64.62;65.48;176.44;301.34;501.18;1362.47;1943.36;16.07;11.26;0.53;0.534;11.33;23.46;43.13;44.11;74.89;129.94;3263754;3262244;3248975;97241;464494;622156;170252;157661;2489606;169530;384429;2331944;1947515;306465;1138701
2018;UF;23;Ceará;0.739;0.819;0.74;0.666;0.601;0.821;0.55;0.743;0.56;0.4;0.093;0.243;0.4;25.6;9.3;24.3;40;24.5;74.15;13.31;9.37;46.25;99.45;94.43;75.44;59.27;60.07;8.22;13.06;13.92;16.48;99.33;86.46;26.39;86.83;54.53;41.24;11.22;9.37;6.56;95.45;98.33;66.41;15.73;506.02;510.42;896.85;67.99;72.52;185.48;304.96;487.47;1481.57;2220.41;17.21;11.49;0.547;0.553;9.52;20.64;42.9;39.74;74.64;137.04;9072980;9064829;8986739;257071;1231397;1673720;414544;442322;7053574;467850;1134619;6611251;5476631;849761;3464164
2018;UF;24;Rio Grande do Norte;0.739;0.851;0.69;0.686;0.591;0.745;0.554;0.776;0.543;0.403;0.088;0.213;0.412;25;8.8;21.3;41.2;23.8;76.08;13.61;9.31;47.09;99.09;93.24;53.9;51.82;59.07;8.57;13.23;13.95;16.15;98.69;87.88;33.39;77.08;55.49;44.25;14.16;16.23;10.57;94.32;97.52;47.96;21.6;569.89;573.73;1045.29;67.07;79.6;199.9;342.57;568.92;1657.1;2343.51;16.77;11.86;0.54;0.547;8.42;19.27;39.01;39.45;77.21;136.46;3479010;3478599;3455298;96592;492414;643750;168322;151336;2689065;190380;421130;2537728;2116598;323791;1270380
2018;UF;25;Paraíba;0.711;0.812;0.658;0.672;0.525;0.736;0.52;0.732;0.484;0.398;0.098;0.265;0.408;26.8;9.8;26.5;40.8;25.7;73.69;14.75;9.68;48.97;96.66;89.15;58.07;50.67;52.54;7.69;15.93;17.02;19.97;98.34;87.82;32.15;76.77;47.8;37.71;11.48;17.37;11.5;94.36;96.07;51.66;19.19;525.07;528.68;969.06;67.84;77.23;187.05;314.22;497.59;1551.28;2314.31;17.51;11.74;0.549;0.555;9.22;20.51;41.08;42.79;78.67;135.07;3975329;3974038;3946908;127980;555512;756814;175193;201301;3053476;199577;465887;2852174;2386287;384988;1457041
2018;UF;26;Pernambuco;0.735;0.826;0.719;0.669;0.613;0.779;0.553;0.756;0.562;0.399;0.085;0.219;0.403;24.7;8.5;21.9;40.3;23.6;74.53;11.78;8.56;45.07;97.94;91.6;64.13;57.81;61.27;8.72;11.95;12.65;14.79;99.4;87.54;26.77;80.48;57.5;45.82;13.53;14.32;10.15;94.48;97.27;54.37;16.25;512.75;519;980.45;71.06;74.48;189.88;318.17;512.43;1464.98;2148.52;16.25;11.08;0.534;0.527;9.16;19.95;41.3;36.4;74.27;135.9;9439033;9435406;9321704;277347;1297210;1767421;424232;470210;7314669;457512;1121486;6844459;5722972;807975;3498363
2018;UF;27;Alagoas;0.689;0.788;0.651;0.637;0.524;0.725;0.49;0.7;0.468;0.359;0.112;0.281;0.437;28.9;11.2;28.1;43.7;27.7;72.25;17.41;8.75;47.33;96.31;91;57.45;45.21;52.37;7.6;17.01;18.24;21.44;98.85;82.46;31.27;75.16;47.51;36.03;11.33;17.68;12.35;93.02;97.44;48.73;16.63;421.03;432.73;942.98;65.42;45.66;150.9;258.42;429.96;1226.22;1785.52;18.17;12.48;0.55;0.558;15.19;27.26;49.62;32.88;65.71;122.87;3315564;3314057;3224462;98698;478851;672658;170338;193807;2540561;181549;412336;2346754;1934417;290125;965734
2018;UF;28;Sergipe;0.71;0.801;0.66;0.676;0.577;0.706;0.514;0.722;0.507;0.37;0.099;0.232;0.453;27.7;9.9;23.2;45.3;26.1;73.05;14.84;7.65;44.49;97.34;90.72;47.65;46.71;57.65;8.29;12.63;13.46;15.9;99.52;89.29;32.45;74.9;53.99;41.29;12.7;22.47;14.87;95.15;98.29;42.83;17.62;538.12;547.83;1058.17;70.63;62.16;174.96;294.5;504.57;1657.41;2478;20.9;13.98;0.577;0.619;10.99;22.41;45.26;33.79;69.36;132.51;2277956;2276688;2236321;69109;331662;449217;112540;117555;1750704;124591;286051;1633149;1347097;174199;816260
2018;UF;29;Bahia;0.71;0.815;0.66;0.664;0.564;0.714;0.518;0.729;0.494;0.387;0.105;0.251;0.417;26.9;10.5;25.1;41.7;25.8;73.87;16.11;8.92;45.85;98.21;89.04;53.59;44.66;56.44;8.12;12.32;13.15;15.34;98.96;87.98;32.08;75.91;52.54;41.98;10.16;21.68;15.07;94.64;97;47.43;13.41;499.19;505.86;914.88;69.03;65.89;178.57;293.97;492.88;1458.48;2158.84;17.66;11.93;0.55;0.559;10.66;21.67;44.59;37.04;70.85;134.26;14793319;14785230;14590403;413192;2025167;2801565;662355;776398;11461606;810685;1784946;10685208;8900262;1319019;5550127
2018;UF;31;Minas Gerais;0.784;0.879;0.748;0.733;0.623;0.82;0.634;0.816;0.63;0.495;0.072;0.158;0.325;19.2;7.2;15.8;32.5;18.5;77.73;10.02;9.85;42.67;98.08;96.52;74.82;58.6;62.31;9.07;5.77;6.08;6.96;99.19;90.8;29.72;89.2;57.69;45.26;14.79;7.58;4.59;96.29;97.8;69.34;19.58;767.86;775.6;1210.71;72.01;155.49;325.92;514.21;759.48;2084.75;2987.05;12.41;8.66;0.492;0.424;2.74;6.71;21.04;28.32;75.22;160.2;21030104;21021202;20811253;543754;2533339;3492906;881098;959566;16811055;959263;2325845;15851489;13525643;2071176;9556952
2018;UF;32;Espírito Santo;0.788;0.897;0.743;0.735;0.665;0.785;0.635;0.836;0.635;0.482;0.068;0.146;0.344;19.5;6.8;14.6;34.4;18.6;78.83;8.12;8.58;42.88;97.05;93.23;66.43;57.46;66.47;9.53;4.78;5.07;5.83;98.8;88.2;30.99;87.61;62.78;49.19;15.67;13.21;8.24;95.14;97.79;58.42;20.08;773.16;783.52;1289.54;75.87;145.05;318.43;496.15;743;2169.52;3152.48;13.6;9.36;0.509;0.453;3.24;7.83;22.01;22.85;73.98;154.37;3968734;3968043;3915548;105626;507566;690871;164851;183305;3118198;182246;436444;2934892;2498447;340583;1799809
2018;UF;33;Rio de Janeiro;0.805;0.863;0.781;0.774;0.754;0.795;0.643;0.797;0.699;0.478;0.076;0.105;0.382;20;7.6;10.5;38.2;18.8;76.76;10.81;11.6;41.83;96.49;92.58;68.74;60.35;75.42;10.68;2.06;2.13;2.4;99.35;91.81;36.2;90.15;73.16;59.12;20.67;15.48;11.32;96.55;97.29;62.65;24;988.94;1006.03;1617.41;71.48;161.87;359.83;569.98;914.88;2944.02;4285.33;16.43;11.29;0.543;0.516;3.36;6.5;18.5;19.97;63.87;153.69;17159435;17153268;16861814;406903;1839028;2509523;599911;670495;14088967;748545;1788670;13418472;11629801;1990599;7488703
2018;UF;35;São Paulo;0.837;0.894;0.829;0.791;0.748;0.873;0.683;0.836;0.734;0.52;0.065;0.115;0.343;18.4;6.5;11.5;34.3;17.4;78.63;9.32;9.85;41.64;97.87;96.3;83.1;71.93;74.81;10.52;2.58;2.71;3.1;99.32;86.25;29.28;93.83;71.57;59.06;22.05;6.04;4.43;94.89;96.62;70.46;22.94;1099.62;1112.12;1778.22;77.56;193.98;421.14;643.83;998.45;3243.85;4838.23;15.73;10.55;0.538;0.511;2.5;5.19;14;22.74;68.59;152.49;45532653;45512889;45001500;1104355;5302248;7252971;1739865;1950723;36629344;2066343;5054498;34678620;29624122;4483150;21750586
2018;UF;41;Paraná;0.805;0.877;0.777;0.766;0.667;0.838;0.654;0.819;0.657;0.519;0.066;0.155;0.323;18.9;6.6;15.5;32.3;18.1;77.61;8.61;9.43;43.19;98.63;95.98;76.64;63.96;66.74;9.57;4.5;4.72;5.47;99.16;86.09;33.02;87.33;62.96;48.93;18.17;7.78;5.62;93.87;96.25;62.57;24.62;937.67;946.78;1513.86;76.83;194.81;409.03;604.53;910.96;2564.19;3667.36;12.15;8.49;0.492;0.425;2.42;5.02;14.13;23.6;68.82;157.03;11335547;11331419;11222379;294194;1418897;1898122;482730;479225;8985030;537420;1320653;8505804;7185151;1068616;5365383
2018;UF;42;Santa Catarina;0.819;0.912;0.78;0.772;0.686;0.831;0.698;0.855;0.688;0.577;0.062;0.118;0.252;14.8;6.2;11.8;25.2;14.4;79.7;8.65;8.97;39.54;98.04;96.65;75.21;62.36;68.63;9.84;2.5;2.61;2.96;99.62;90.78;34.23;92.32;64.67;49.1;17.69;7.53;4.94;96.02;98.38;64.95;26.05;974.74;983.81;1491.89;76.93;261.78;514.91;718.45;1033.88;2319.9;3173.47;8.17;5.97;0.417;0.296;1.32;2.32;8.17;13.51;54.38;158.17;7063804;7061612;6996483;178263;801419;1068725;264060;267306;5695719;317475;777690;5428413;4650722;633535;3528662
2018;UF;43;Rio Grande do Sul;0.797;0.888;0.736;0.775;0.659;0.778;0.66;0.829;0.654;0.531;0.066;0.111;0.315;17.1;6.6;11.1;31.5;16.4;78.3;9.13;11.3;44.17;91.24;95.75;67.14;57.1;65.87;9.76;2.57;2.67;3.03;99.38;89.52;30.66;86.92;62.53;47.71;15.6;13.43;9.07;95.21;98.25;57;22.16;994.83;1002.88;1518.35;71.92;203.42;436.63;655.36;988.9;2670.03;3825.34;11.95;8.34;0.486;0.416;1.71;4.37;13.36;18.95;74.69;160.51;11310970;11299803;11209138;313256;1280119;1745121;425637;465002;9124455;507677;1186860;8659453;7472592;1278623;5301758
2018;UF;50;Mato Grosso do Sul;0.77;0.85;0.715;0.75;0.637;0.757;0.616;0.774;0.601;0.503;0.089;0.16;0.33;20;8.9;16;33;19.3;76;13.3;7.49;43.17;93.56;91.93;67.05;50.41;63.68;9.32;4.82;5.05;6.01;97.74;87.99;29;83.04;59.77;46.09;16.97;12.55;9.71;93.72;95.68;58.44;18.38;849.52;856.98;1396.54;78.99;176.97;359.61;553.99;857.82;2302.77;3249.18;12.11;8.58;0.49;0.423;2.55;5.27;16.93;25.68;70.03;160;2679112;2677482;2654190;75646;356633;474364;118511;117730;2072038;134595;328465;1954308;1625842;200730;1281035
2018;UF;51;Mato Grosso;0.778;0.828;0.764;0.744;0.648;0.829;0.624;0.744;0.628;0.52;0.101;0.178;0.301;19.8;10.1;17.8;30.1;19.3;74.68;16.23;7.42;44.47;96.65;95.85;77.86;61.17;64.79;9.25;6.37;6.72;7.88;99.31;84.91;29.89;91.59;59.94;45.7;16.44;6.65;5.73;94.9;97.8;67.15;21.35;819.61;827.86;1433.67;80.65;189.79;370.19;563.04;845.5;2127.1;2938.6;10.5;7.6;0.465;0.369;1.87;4.26;15.69;19.71;67.88;164.9;3388919;3388313;3354548;104997;469803;620136;159305;150332;2597276;157357;375575;2446943;2071368;251456;1554693
2018;UF;52;Goiás;0.771;0.824;0.757;0.735;0.671;0.804;0.62;0.747;0.638;0.5;0.094;0.157;0.32;19.6;9.4;15.7;32;19;74.42;14.22;7.78;43.43;95.58;95.81;70.23;59.99;67.1;9.5;4.98;5.24;6.18;99.23;88.78;33.87;90.16;62.8;48.86;15.62;9.85;6.82;95.23;97.15;61.7;23.46;775.46;784.09;1302.76;79.47;169.13;346.68;536.05;792.92;2033.6;2847.96;11.04;7.89;0.47;0.383;2.5;5.2;18.79;20.36;66.02;163.41;6923260;6920868;6844746;191919;960431;1286193;341945;325762;5365290;311673;791634;5039528;4247893;538424;3256176
2018;UF;53;Distrito Federal;0.845;0.892;0.808;0.836;0.793;0.815;0.661;0.83;0.715;0.487;0.069;0.115;0.417;21.7;6.9;11.5;41.7;20;78.52;10.15;7;37.5;94.38;92.84;73.68;65.26;79.26;11.33;2.8;2.94;3.41;99.43;92.49;41.61;93;76.6;65.67;30.16;11.64;7.72;95.44;97.68;63.41;33.36;1457.06;1478.18;2381.76;77.87;194.96;436.65;741.8;1416.13;4492.66;6224.8;19.71;14.23;0.57;0.597;2.66;4.79;13.68;16.33;58.31;150.8;2972209;2966354;2923990;75258;380569;517263;128999;136693;2369761;152301;361726;2233067;1871341;208142;1410526
2019;UF;11;Rondônia;0.73;0.781;0.707;0.705;0.624;0.753;0.578;0.691;0.583;0.479;0.115;0.175;0.321;20.9;11.5;17.5;32.1;20.4;71.88;18.93;6.95;43.69;87.05;96.84;67.84;49.47;62.42;8.92;5.85;6.19;7.42;99.65;88.22;31.23;85.88;57.02;44.11;12.62;8.62;4.95;95.88;98.53;61.55;17.25;644.99;653.39;1190.51;79.63;131.94;295.78;449.7;668.97;1686.54;2344.57;10.96;7.89;0.472;0.391;3.28;9.11;24.13;24.2;76.41;150.1;1766689;1766528;1743814;60248;240957;324407;76308;83450;1352299;92979;237287;1268848;1031561;122756;758683
2019;UF;12;Acre;0.739;0.83;0.728;0.668;0.638;0.778;0.533;0.749;0.555;0.365;0.098;0.237;0.454;27.8;9.8;23.7;45.4;26.3;74.78;15.37;6.25;51.63;90.65;92.57;72.97;55.09;63.79;8.76;11.16;12.07;14.76;98.53;85.05;33.81;85.24;58.14;46.71;16.19;11.81;9.72;93.36;96.57;61.35;20.16;509.57;520.07;1110.21;72.47;54.64;161.16;303.2;526.22;1501.15;2138.68;19.82;13.91;0.559;0.588;13.28;26.6;44.11;37.12;71.32;119.76;865422;865422;847939;34012;142823;193404;48174;50580;624817;51107;119844;574237;454392;54055;287210
2019;UF;13;Amazonas;0.726;0.792;0.735;0.658;0.707;0.75;0.549;0.705;0.62;0.379;0.11;0.156;0.424;24.4;11;15.6;42.4;23;72.53;16.81;5.19;49.18;91.16;92.33;64.61;51.78;70.65;9.82;5.21;5.56;6.83;97.58;87.61;34.65;86.38;66.35;55.16;16.12;14.6;11.23;94.13;96.47;58.25;17.65;479.55;486.07;1025.32;78.93;62.34;160.34;269.05;458.09;1449.09;2142.01;19.24;13.01;0.566;0.587;11.74;25.47;48.59;41.14;75.37;132.33;3983005;3982728;3929342;145868;683278;913012;250843;229733;2876688;249106;568929;2646955;2078025;206739;1466600
