ANO;AGREGACAO;CODIGO;NOME;IDHM;IDHM_L;IDHM_E;IDHM_R;I_ESCOLARIDADE;I_FREQ_PROP;IDHMAD;IDHMAD_L;IDHMAD_E;IDHMAD_R;ATK_ESPVIDA;ATK_ANOSEST;ATK_RDPC;IDHMAD_PERDA;IDHMAD_L_PERDA;IDHMAD_E_PERDA;IDHMAD_R_PERDA;IDHMAD_COEF;ESPVIDA;MORT1;T_ENV;RAZDEP;T_FREQ5A6;T_FUND11A13;T_FUND15A17;T_MED18A20;T_FUND18M;ANOSEST;T_ANALF15M;T_ANALF18M;T_ANALF25M;T_FREQ6A14;T_FREQ15A17;T_FREQ18A24;T_FUND18A24;T_FUND25M;T_MED25M;T_SUPER25M;T_ATRASO_2_BASICO;T_ATRASO_2_FUND;T_FLBAS;T_FLFUND;T_FLMED;T_FLSUPER;RDPC;RDPCT;RENOCUP;PRENTRAB;RDPC1;RDPC2;RDPC3;RDPC4;RDPC5;RDPC10;R1040;R2040;GINI;THEIL;PIND;PMPOB;PPOB;RIND;RMPOB;RPOB;POPTOT;POP;POPT;POP5A6;POP6A14;POP6A17;POP11A13;POP15A17;POP15M;POP18A20;POP18A24;POP18M;POP25M;POP65M;POPOCUP18M
2021;UF;26;Pernambuco;0.719;0.797;0.721;0.647;0.64;0.766;0.53;0.72;0.571;0.362;0.096;0.208;0.44;26.3;9.6;20.8;44;24.8;72.83;14.76;8.66;44.61;85.84;93.23;68.11;59.16;64.02;8.92;9.8;10.36;12.28;98.27;91.03;30.98;85.63;59.78;47.43;12.73;12.63;9.38;95.99;96.81;61.65;17.62;447.97;460.91;970.11;72.01;48.29;153;256.2;410.13;1372.44;2108.58;20.95;13.64;0.579;0.609;14.58;26.96;49.64;34.99;66.49;124.89;9.616.357;9.614.636;9.344.723;310.785;1.270.590;1.729.199;427.680;458.608;7.482.544;533.719;1.152.273;7.023.935;5.871.661;832.465;3.191.425
2021;UF;27;Alagoas;0.684;0.748;0.679;0.63;0.599;0.723;0.505;0.657;0.517;0.38;0.122;0.239;0.397;26.1;12.2;23.9;39.7;25.3;69.87;20.27;7.79;46.85;86.52;94.51;62.01;46.15;59.88;8.44;13;13.83;16.44;96.69;92.43;31.45;82.72;55.18;42.42;12.73;13.89;9.45;94.95;96.01;57.69;13.63;404.28;412.97;872.3;67.16;59.15;161.62;254.42;401.76;1142.06;1659.92;15.04;10.35;0.526;0.492;11.89;24.22;49.99;35.37;70.7;133.33;3.358.030;3.358.030;3.287.366;106.552;474.644;633.527;164.248;158.883;2.548.366;182.891;407.420;2.389.483;1.982.062;261.596;1.042.798
2021;UF;28;Sergipe;0.702;0.764;0.684;0.662;0.625;0.715;0.522;0.68;0.551;0.38;0.11;0.195;0.426;25.6;11;19.5;42.6;24.4;70.85;17.85;6.89;41.79;88.2;92.63;56.31;49.05;62.46;8.79;11.48;12.18;14.43;98.73;91.09;31.26;82.32;58.23;44.98;13.13;18.35;12.67;96.17;97.56;50.67;15.53;492.78;498.47;974.37;70.5;65.82;170.54;273.82;454.72;1470.12;2284.15;19.33;12.44;0.568;0.591;10.86;22.46;47.45;39.35;73.16;135.75;2.338.333;2.336.955;2.310.283;73.090;334.027;443.113;118.948;109.085;1.810.226;114.353;298.444;1.701.141;1.402.696;161.072;831.451
2021;UF;29;Bahia;0.691;0.772;0.659;0.648;0.617;0.681;0.507;0.68;0.502;0.382;0.119;0.238;0.411;26.6;11.9;23.8;41.1;25.6;71.34;19.69;10.91;46.6;85.01;86;56.4;44.82;61.7;8.53;10.46;11.05;12.73;98.27;94.09;39.09;84.87;57.71;45.92;10.49;22.47;16.84;96.42;97.29;52.2;14.07;451.59;465.19;855.2;63.37;54.64;166.96;275.62;453.95;1289.27;1930.02;17.42;11.64;0.546;0.536;12.82;24.61;46.64;33.68;68.51;128.39;14.965.636;14.951.834;14.514.564;406.066;1.914.578;2.622.182;655.604;707.603;11.840.811;694.561;1.632.679;11.133.208;9.500.528;1.632.460;4.985.500
2021;UF;31;Minas Gerais;0.774;0.846;0.762;0.718;0.665;0.815;0.625;0.777;0.656;0.478;0.081;0.139;0.334;19.2;8.1;13.9;33.4;18.5;75.75;12.03;10.5;43.62;89.94;98.06;73.63;64.43;66.47;9.57;4.41;4.63;5.27;99.23;93.33;30.24;92.36;62.41;49.7;16.95;6.74;3.88;97.14;98.62;68.28;20.43;699.24;706.64;1173.76;73.2;135.95;303.96;478.9;702.28;1873.76;2654.71;12.07;8.52;0.487;0.423;4.04;8.67;23.68;31.97;73.66;152.03;21.401.130;21.397.247;21.173.198;581.385;2.487.699;3.377.488;781.107;889.789;17.148.791;861.658;2.199.612;16.259.002;14.059.390;2.247.854;9.301.828
2021;UF;32;Espirito Santo;0.771;0.864;0.742;0.715;0.687;0.771;0.611;0.798;0.634;0.45;0.076;0.146;0.371;20.8;7.6;14.6;37.1;19.8;76.86;9.92;9.41;45.6;93.98;95.12;65.69;53.64;68.68;9.85;5;5.24;5.96;98.87;93;32.41;87.34;65.8;52.77;16.89;11.38;6.55;96.96;97.77;60.72;20.23;684.63;700.74;1200.14;75.51;113.46;278.91;454.46;676.87;1903.6;2711.73;13.82;9.7;0.508;0.452;5.48;10.68;26.37;24.46;65.4;142.1;4.104.647;4.104.539;4.010.200;122.335;518.920;698.659;165.042;179.738;3.205.396;173.290;404.725;3.025.658;2.620.932;386.229;1.763.386
2021;UF;33;Rio de Janeiro;0.762;0.769;0.758;0.759;0.776;0.749;0.592;0.696;0.681;0.438;0.095;0.102;0.423;22.3;9.5;10.2;42.3;20.7;71.12;14.22;13.47;44.57;82.37;90.65;68.81;57.6;77.62;11.04;1.89;1.95;2.18;98.66;95.73;38.2;90.35;75.79;63.03;23.9;15.97;13.11;97.21;96.84;64.29;23.54;901.42;936.23;1619.16;72.33;116.76;309.33;505.49;818.43;2760.57;4032.69;18.93;12.96;0.565;0.549;6.33;10.44;22.51;18.28;54;130;17.462.801;17.460.829;16.811.577;424.865;1.901.601;2.541.181;649.041;639.580;14.432.409;652.183;1.731.762;13.792.829;12.061.066;2.353.017;7.026.556
2021;UF;35;Sao Paulo;0.806;0.81;0.839;0.771;0.783;0.869;0.654;0.744;0.752;0.5;0.082;0.104;0.352;18.9;8.2;10.4;35.2;17.9;73.61;12.66;11.4;42.71;90.78;97.37;82.19;77.13;78.28;10.92;1.94;1.97;2.25;99.42;92.4;30.79;96.4;75.33;62.82;24.49;5.73;4.79;97.02;98.14;75.42;24.51;971.82;989.75;1679.45;78.49;164.99;374.23;588.27;902.17;2829.14;4200.83;15.58;10.49;0.533;0.495;3.59;6.55;17.08;22.41;61.93;147.69;46.642.575;46.623.127;45.778.480;1.116.466;5.211.047;7.016.800;1.662.360;1.805.753;38.001.171;2.085.269;5.057.492;36.195.418;31.137.926;5.316.726;21.142.371
2021;UF;41;Parana;0.769;0.785;0.78;0.744;0.704;0.821;0.628;0.718;0.676;0.51;0.085;0.133;0.314;18.4;8.5;13.3;31.4;17.7;72.11;11.42;9.8;43.98;91.56;96.05;75.09;65.52;70.37;10.12;3.1;3.27;3.71;99.13;93.24;36.57;91.66;67.02;53.56;20.7;7.84;4.59;96.55;96.71;68.1;25.44;817.79;832.71;1424.99;80.06;169.47;366.42;555.09;843.83;2158.25;2960.52;11.05;8.05;0.475;0.382;3;5.97;16.66;20.01;64.88;149.93;11.584.089;11.580.329;11.372.891;308.805;1.463.593;1.949.690;455.048;486.097;9.180.495;498.708;1.184.360;8.694.398;7.510.038;1.134.692;5.304.736
2021;UF;42;Santa Catarina;0.792;0.827;0.79;0.759;0.74;0.816;0.67;0.762;0.698;0.565;0.078;0.116;0.256;15.4;7.8;11.6;25.6;15;74.6;11.42;10.07;42.39;91.16;93.3;78.58;63.51;73.96;10.27;1.77;1.83;2.01;99.16;93.28;36.55;95.91;70.89;54.17;19.86;8.8;6.9;96.55;97.73;70.17;27.18;901.2;915.13;1466.19;79.31;232.26;480.99;662.7;946.53;2175.57;2976.04;8.34;6.1;0.424;0.302;1.94;4.03;9.94;9.86;64.06;146.47;7.326.578;7.322.533;7.211.044;191.010;830.436;1.116.329;272.133;285.892;5.882.797;258.454;688.114;5.596.904;4.908.790;737.545;3.553.696
2021;UF;43;Rio Grande do Sul;0.771;0.797;0.75;0.767;0.708;0.772;0.642;0.731;0.674;0.536;0.083;0.101;0.301;16.8;8.3;10.1;30.1;16.2;72.84;12.18;12.85;45.24;89.48;94.92;68.96;55.33;70.79;10.35;2.07;2.14;2.36;99.58;95.89;34.92;91.9;67.87;54.04;19.49;10.81;7.06;98.2;98.89;66.3;22.61;944.53;955.74;1467.19;72;203.23;435.01;649.18;973.18;2462.77;3430.12;10.75;7.72;0.468;0.38;2.22;4.35;12.56;18.94;63.45;151.9;11.448.117;11.443.201;11.308.994;295.357;1.222.759;1.650.166;419.804;427.406;9.353.030;448.067;1.084.410;8.925.623;7.841.213;1.470.783;5.289.990
2021;UF;50;Mato Grosso do Sul;0.742;0.751;0.741;0.733;0.684;0.772;0.595;0.666;0.635;0.497;0.113;0.143;0.322;19.8;11.3;14.3;32.2;19.3;70.03;18.19;8.09;49.14;89.76;95.26;65.92;58.01;68.35;9.94;3.85;4.05;4.62;98.69;88.08;31.95;87.01;65.2;51.47;19.82;12.94;8.94;95.3;97.64;56.05;22.22;767.68;777.12;1378.08;80.49;152.63;327.64;506.72;747.63;2102.61;3027.99;12.61;8.76;0.496;0.429;3.28;6.96;20.85;27.72;74.22;156.47;2.768.103;2.768.103;2.734.479;99.957;384.464;500.994;111.737;116.530;2.079.967;112.684;283.626;1.963.436;1.679.810;223.927;1.236.285
2021;UF;51;Mato Grosso;0.736;0.73;0.758;0.72;0.706;0.785;0.588;0.635;0.638;0.503;0.13;0.158;0.302;20;13;15.8;30.2;19.7;68.77;22.35;7.2;44.8;85.54;96.1;74.27;58.18;70.58;9.83;4.3;4.56;5.36;99.19;91.29;31.68;96.26;65.95;51.48;18.7;9.2;6.5;96.92;98.15;66.28;20.01;707.48;716.25;1351.06;86.75;161.35;325.89;493.99;734.76;1833.83;2509.49;10.3;7.53;0.461;0.363;2.48;6.39;20.15;21.73;75.75;162.1;3.512.138;3.510.273;3.467.286;107.683;475.504;636.082;163.002;160.577;2.678.349;146.496;384.338;2.517.771;2.133.433;252.817;1.584.358
2021;UF;52;Goias;0.737;0.721;0.778;0.714;0.704;0.818;0.591;0.634;0.658;0.496;0.121;0.154;0.306;19.8;12.1;15.4;30.6;19.4;68.28;19.13;9.4;43.73;86.44;95.82;78.63;66.11;70.38;9.85;4.56;4.8;5.54;98.75;94.81;34.57;93.57;66.32;51.75;17.24;8.14;6.42;97.21;97.83;73.41;24.54;679.62;692.12;1225.15;80.25;146.48;310.09;478.79;696.78;1766.9;2459.7;10.77;7.74;0.467;0.367;3.17;7.15;21.8;19.38;73.66;154.81;7.208.837;7.206.333;7.076.219;191.527;892.468;1.193.970;300.009;301.502;5.693.035;322.831;802.914;5.391.533;4.588.619;677.445;3.197.726
2021;UF;53;Distrito Federal;0.814;0.803;0.817;0.821;0.857;0.798;0.637;0.729;0.745;0.475;0.092;0.088;0.421;21.7;9.2;8.8;42.1;20;73.16;13.93;7.55;38.97;83.26;93.21;76.76;66.01;85.65;12.2;1.84;1.9;2.26;98.75;95.38;47.4;95.6;83.77;74.5;38.12;10.9;8.07;96.68;97.07;69.56;35.03;1326.87;1350.33;2260.48;77.76;169.99;398.97;697.72;1315.04;4044.2;5611.28;19.72;14.22;0.566;0.589;3.42;6.62;15.41;20.87;62.97;138.53;3.091.667;3.090.277;3.036.572;92.551;373.307;509.706;110.844;136.398;2.458.116;161.461;368.955;2.321.717;1.952.762;233.492;1.408.902
